model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
WeightedEnsemble_L2,-0.21482164085958597,-0.2133707793524612,root_mean_squared_error,2.5275392532348633,0.20989990234375,173.77126502990723,0.024999618530273438,0.0,0.006518363952636719,2,True,6
LightGBMLarge,-0.21720554143885842,-0.2160622688712674,root_mean_squared_error,0.5204367637634277,0.03155231475830078,13.102761268615723,0.5204367637634277,0.03155231475830078,13.102761268615723,1,True,5
LightGBMXT,-0.21722908252696674,-0.21663165866286163,root_mean_squared_error,1.920973539352417,0.1172029972076416,28.433396816253662,1.920973539352417,0.1172029972076416,28.433396816253662,1,True,1
LightGBM,-0.21808346702960654,-0.2155587159990941,root_mean_squared_error,1.6869490146636963,0.14778804779052734,35.53457832336426,1.6869490146636963,0.14778804779052734,35.53457832336426,1,True,2
RandomForestMSE,-0.243442241230179,-0.2415102434807441,root_mean_squared_error,0.2951538562774658,0.030559539794921875,125.12740707397461,0.2951538562774658,0.030559539794921875,125.12740707397461,1,True,3
ExtraTreesMSE,-0.2493307469310242,-0.25162270423934774,root_mean_squared_error,0.18333697319030762,0.01913309097290039,76.593581199646,0.18333697319030762,0.01913309097290039,76.593581199646,1,True,4
